case_id,comment,screen_on,brightness,digital,logo,rim_state,rdygo,turn_left,turn_right,ring,recv_timeout,delay_after,send_ok,recv_ok,read_ok,recv_hex,read_hex,verdict,checks,elapsed_s,timestamp
22,,1,5,0,0,0,0,2,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 F3 33 33 33 33 33 33 33 33 33 33 33 33 33 33 D5 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 33 33 33 33 33 33 59 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 1, 'ring': 0}",2.33,2025-08-27 20:28:58
23,,1,5,0,0,0,0,2,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 F3 35 33 33 33 33 33 33 33 33 33 33 33 33 33 8B 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 35 33 33 33 33 33 A8 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 1, 'ring': 1}",2.306,2025-08-27 20:29:00
24,,1,5,0,0,0,0,2,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 F3 37 33 33 33 33 33 33 33 33 33 33 33 33 33 0E 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 37 33 33 33 33 33 0C 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 1, 'ring': 2}",2.308,2025-08-27 20:29:03
25,,1,5,0,0,0,0,2,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 39 33 33 33 3E 33 33 33 33 73 34 33 33 33 33 33 33 33 33 33 33 33 33 33 02 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 34 33 33 33 33 33 D3 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 2, 'ring': 0}",2.318,2025-08-27 20:29:05
26,,1,5,0,0,0,0,2,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 73 36 33 33 33 33 33 33 33 33 33 33 33 33 33 57 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 36 33 33 33 33 33 77 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 2, 'ring': 1}",2.307,2025-08-27 20:29:07
27,,1,5,0,0,0,0,2,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 73 38 33 33 33 33 33 33 33 33 33 33 33 33 33 37 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 38 33 33 33 33 33 2C 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 2, 'turn_right': 2, 'ring': 2}",2.322,2025-08-27 20:29:10
28,,1,5,0,0,0,1,0,0,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 33 33 33 33 33 33 33 33 33 33 33 33 33 33 B2 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 33 33 33 33 33 33 4E 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 0, 'ring': 0}",2.32,2025-08-27 20:29:12
29,,1,5,0,0,0,1,0,0,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 35 33 33 33 33 33 33 33 33 33 33 33 33 33 EC 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 35 33 33 33 33 33 BF 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 0, 'ring': 1}",2.326,2025-08-27 20:29:14
30,,1,5,0,0,0,1,0,0,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 3B 37 33 33 33 33 33 33 33 33 33 33 33 33 33 69 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 37 33 33 33 33 33 1B 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.344,2025-08-27 20:29:17
31,,1,5,0,0,0,1,0,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BB 33 33 33 33 33 33 33 33 33 33 33 33 33 33 85 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 33 33 33 33 33 33 67 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 0}",2.346,2025-08-27 20:29:19
32,,1,5,0,0,0,1,0,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BB 35 33 33 33 33 33 33 33 33 33 33 33 33 33 DB 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 35 33 33 33 33 33 96 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 1}",2.359,2025-08-27 20:29:22
33,,1,5,0,0,0,1,0,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BB 37 33 33 33 33 33 33 33 33 33 33 33 33 33 1A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 37 33 33 33 33 33 32 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 2}",2.335,2025-08-27 20:29:24
34,,1,5,0,0,0,1,0,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 3B 34 33 33 33 33 33 33 33 33 33 33 33 33 33 33 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 34 33 33 33 33 33 ED 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 0}",2.328,2025-08-27 20:29:26
35,,1,5,0,0,0,1,0,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 36 33 33 33 33 33 33 33 33 33 33 33 33 33 43 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 36 33 33 33 33 33 49 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 1}",2.324,2025-08-27 20:29:29
36,,1,5,0,0,0,1,0,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 3B 38 33 33 33 33 33 33 33 33 33 33 33 33 33 67 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 38 33 33 33 33 33 12 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 0, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 2}",2.311,2025-08-27 20:29:31
