case_id,comment,screen_on,brightness,digital,logo,rim_state,rdygo,turn_left,turn_right,ring,recv_timeout,delay_after,send_ok,recv_ok,read_ok,recv_hex,read_hex,verdict,checks,elapsed_s,timestamp
110,,1,5,0,0,1,1,0,0,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 3D 35 33 33 33 33 33 33 33 33 33 33 33 33 33 61 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3D 35 33 33 33 33 33 24 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 0, 'ring': 1}",2.349,2025-08-27 20:32:23
111,,1,5,0,0,1,1,0,0,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 3D 37 33 33 33 33 33 33 33 33 33 33 33 33 33 A0 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3D 37 33 33 33 33 33 80 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.32,2025-08-27 20:32:25
112,,1,5,0,0,1,1,0,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BD 33 33 33 33 33 33 33 33 33 33 33 33 33 33 4C 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BD 33 33 33 33 33 33 FC 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 0}",2.34,2025-08-27 20:32:27
113,,1,5,0,0,1,1,0,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 BD 35 33 33 33 33 33 33 33 33 33 33 33 33 33 A3 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BD 35 33 33 33 33 33 0D 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 1}",2.35,2025-08-27 20:32:30
114,,1,5,0,0,1,1,0,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 BD 37 33 33 33 33 33 33 33 33 33 33 33 33 33 97 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BD 37 33 33 33 33 33 A9 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 1, 'ring': 2}",2.322,2025-08-27 20:32:32
115,,1,5,0,0,1,1,0,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 3D 34 33 33 33 33 33 33 33 33 33 33 33 33 33 FA 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3D 34 33 33 33 33 33 76 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 0}",2.351,2025-08-27 20:32:35
116,,1,5,0,0,1,1,0,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3D 36 33 33 33 33 33 33 33 33 33 33 33 33 33 8A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3D 36 33 33 33 33 33 D2 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 1}",2.328,2025-08-27 20:32:37
117,,1,5,0,0,1,1,0,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 3D 38 33 33 33 33 33 33 33 33 33 33 33 33 33 AE 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3D 38 33 33 33 33 33 89 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 2}",2.329,2025-08-27 20:32:39
118,,1,5,0,0,1,1,1,0,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 5D 33 33 33 33 33 33 33 33 33 33 33 33 33 33 2E 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 33 33 33 33 33 33 42 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 0, 'ring': 0}",2.365,2025-08-27 20:32:42
119,,1,5,0,0,1,1,1,0,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 5D 35 33 33 33 33 33 33 33 33 33 33 33 33 33 85 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 35 33 33 33 33 33 B3 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 0, 'ring': 1}",2.343,2025-08-27 20:32:44
120,,1,5,0,0,1,1,1,0,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 38 33 33 33 3E 33 33 33 33 5D 37 33 33 33 33 33 33 33 33 33 33 33 33 33 94 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 37 33 33 33 33 33 17 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 0, 'ring': 2}",2.327,2025-08-27 20:32:46
121,,1,5,0,0,1,1,1,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 DD 33 33 33 33 33 33 33 33 33 33 33 33 33 33 19 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DD 33 33 33 33 33 33 6B 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 1, 'ring': 0}",2.363,2025-08-27 20:32:49
122,,1,5,0,0,1,1,1,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 DD 35 33 33 33 33 33 33 33 33 33 33 33 33 33 47 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DD 35 33 33 33 33 33 9A 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 1, 'ring': 1}",2.346,2025-08-27 20:32:51
123,,1,5,0,0,1,1,1,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 DD 37 33 33 33 33 33 33 33 33 33 33 33 33 33 86 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DD 37 33 33 33 33 33 3E 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 1, 'ring': 2}",2.34,2025-08-27 20:32:53
124,,1,5,0,0,1,1,1,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 5D 34 33 33 33 33 33 33 33 33 33 33 33 33 33 1E 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 34 33 33 33 33 33 E1 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 2, 'ring': 0}",2.32,2025-08-27 20:32:56
125,,1,5,0,0,1,1,1,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 5D 36 33 33 33 33 33 33 33 33 33 33 33 33 33 DF 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 36 33 33 33 33 33 45 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 2, 'ring': 1}",2.379,2025-08-27 20:32:58
126,,1,5,0,0,1,1,1,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 5D 38 33 33 33 33 33 33 33 33 33 33 33 33 33 BF 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5D 38 33 33 33 33 33 1E 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 2, 'ring': 2}",2.327,2025-08-27 20:33:00
127,,1,5,0,0,1,1,2,0,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 3A 33 33 33 3E 33 33 33 33 7D 33 33 33 33 33 33 33 33 33 33 33 33 33 33 84 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 33 33 33 33 33 33 CF 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 0, 'ring': 0}",2.321,2025-08-27 20:33:03
128,,1,5,0,0,1,1,2,0,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 7D 35 33 33 33 33 33 33 33 33 33 33 33 33 33 74 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 35 33 33 33 33 33 3E 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 0, 'ring': 1}",2.322,2025-08-27 20:33:05
129,,1,5,0,0,1,1,2,0,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 7D 37 33 33 33 33 33 33 33 33 33 33 33 33 33 B5 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 37 33 33 33 33 33 9A 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 0, 'ring': 2}",2.356,2025-08-27 20:33:07
130,,1,5,0,0,1,1,2,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 FD 33 33 33 33 33 33 33 33 33 33 33 33 33 33 1D 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 FD 33 33 33 33 33 33 E6 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 1, 'ring': 0}",2.368,2025-08-27 20:33:10
131,,1,5,0,0,1,1,2,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 FD 35 33 33 33 33 33 33 33 33 33 33 33 33 33 B6 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 FD 35 33 33 33 33 33 17 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 1, 'ring': 1}",2.365,2025-08-27 20:33:12
132,,1,5,0,0,1,1,2,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 FD 37 33 33 33 33 33 33 33 33 33 33 33 33 33 82 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 FD 37 33 33 33 33 33 B3 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 1, 'ring': 2}",2.343,2025-08-27 20:33:15
133,,1,5,0,0,1,1,2,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 7D 34 33 33 33 33 33 33 33 33 33 33 33 33 33 EF 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 34 33 33 33 33 33 6C 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 2, 'ring': 0}",2.326,2025-08-27 20:33:17
134,,1,5,0,0,1,1,2,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 7D 36 33 33 33 33 33 33 33 33 33 33 33 33 33 DB 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 36 33 33 33 33 33 C8 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 2, 'ring': 1}",2.326,2025-08-27 20:33:19
135,,1,5,0,0,1,1,2,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 7D 38 33 33 33 33 33 33 33 33 33 33 33 33 33 BB 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 7D 38 33 33 33 33 33 93 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 2, 'turn_right': 2, 'ring': 2}",2.358,2025-08-27 20:33:22
136,,1,5,0,0,1,2,0,0,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 37 33 33 33 3E 33 33 33 33 45 33 33 33 33 33 33 33 33 33 33 33 33 33 33 4C 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 33 33 33 33 33 33 2E 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 0, 'ring': 0}",2.34,2025-08-27 20:33:24
137,,1,5,0,0,1,2,0,0,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 45 35 33 33 33 33 33 33 33 33 33 33 33 33 33 73 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 35 33 33 33 33 33 DF 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 0, 'ring': 1}",2.341,2025-08-27 20:33:26
138,,1,5,0,0,1,2,0,0,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 45 37 33 33 33 33 33 33 33 33 33 33 33 33 33 F6 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 37 33 33 33 33 33 7B 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.354,2025-08-27 20:33:29
139,,1,5,0,0,1,2,0,1,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 C5 33 33 33 33 33 33 33 33 33 33 33 33 33 33 1A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 C5 33 33 33 33 33 33 07 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 1, 'ring': 0}",2.331,2025-08-27 20:33:31
140,,1,5,0,0,1,2,0,1,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 C5 35 33 33 33 33 33 33 33 33 33 33 33 33 33 44 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 C5 35 33 33 33 33 33 F6 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 1, 'ring': 1}",2.342,2025-08-27 20:33:33
141,,1,5,0,0,1,2,0,1,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 C5 37 33 33 33 33 33 33 33 33 33 33 33 33 33 85 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 C5 37 33 33 33 33 33 52 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 1, 'ring': 2}",2.332,2025-08-27 20:33:36
142,,1,5,0,0,1,2,0,2,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 39 33 33 33 3E 33 33 33 33 45 34 33 33 33 33 33 33 33 33 33 33 33 33 33 CD 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 34 33 33 33 33 33 8D 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 2, 'ring': 0}",2.309,2025-08-27 20:33:38
143,,1,5,0,0,1,2,0,2,1,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 45 36 33 33 33 33 33 33 33 33 33 33 33 33 33 DC 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 36 33 33 33 33 33 29 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 2, 'ring': 1}",2.343,2025-08-27 20:33:40
144,,1,5,0,0,1,2,0,2,2,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 45 38 33 33 33 33 33 33 33 33 33 33 33 33 33 F8 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 45 38 33 33 33 33 33 72 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 0, 'turn_right': 2, 'ring': 2}",2.32,2025-08-27 20:33:43
145,,1,5,0,0,1,2,1,0,0,,0.0,PASS,,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 65 33 33 33 33 33 33 33 33 33 33 33 33 33 33 29 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 65 33 33 33 33 33 33 A3 55,PASS,"{'screen_on': 1, 'brightness': 5, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 2, 'turn_left': 1, 'turn_right': 0, 'ring': 0}",2.332,2025-08-27 20:33:45
