case_id,comment,screen_on,brightness,digital,logo,rim_state,rdygo,turn_left,turn_right,ring,recv_timeout,delay_after,send_ok,read_ok,recv_hex,read_hex,parse_send,parse_read,verdict,checks,elapsed_s,timestamp
2302,nan,1,1,0,0,1,1,0,2,0,,2.372,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 36 33 33 33 33 3D 34 33 33 33 33 33 33 33 33 33 33 33 33 33 8C 55,A5 60 9F A5 81 0D 3B 36 33 33 33 33 3D 34 33 33 33 33 33 CA 55,1,1,PASS,"{'screen_on': 1, 'brightness': 1, 'digital': 0, 'logo': 0, 'rim_state': 1, 'rdygo': 1, 'turn_left': 0, 'turn_right': 2, 'ring': 0}",2.336,2025-09-09 19:58:14
2638,nan,1,1,0,1,2,1,2,0,0,,2.282,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 36 33 33 33 B3 7F 33 33 33 33 33 33 33 33 33 33 33 33 33 33 B2 55,A5 60 9F A5 81 0D 3B 36 33 33 33 B3 7F 33 33 33 33 33 33 1F 55,1,1,PASS,"{'screen_on': 1, 'brightness': 1, 'digital': 0, 'logo': 1, 'rim_state': 2, 'rdygo': 1, 'turn_left': 2, 'turn_right': 0, 'ring': 0}",2.417,2025-09-09 19:58:18
2677,nan,1,1,0,2,0,0,0,1,0,,2.419,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 36 33 33 33 33 B4 33 33 33 33 33 33 33 33 33 33 33 33 33 33 E3 55,A5 60 9F A5 81 0D 3B 36 33 33 33 33 B4 33 33 33 33 33 33 AE 55,1,1,PASS,"{'screen_on': 1, 'brightness': 1, 'digital': 0, 'logo': 2, 'rim_state': 0, 'rdygo': 0, 'turn_left': 0, 'turn_right': 1, 'ring': 0}",2.338,2025-09-09 19:58:23
3000,nan,1,1,50,0,1,0,0,0,2,,2.264,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 36 33 33 33 65 35 37 33 33 33 33 33 33 33 33 33 33 33 33 33 42 55,A5 60 9F A5 81 0D 3B 36 33 33 33 65 35 37 33 33 33 33 33 1A 55,1,1,PASS,"{'screen_on': 1, 'brightness': 1, 'digital': 50, 'logo': 0, 'rim_state': 1, 'rdygo': 0, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.384,2025-09-09 19:58:28
5106,nan,1,2,50,0,0,0,0,0,2,,2.298,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 38 33 33 33 65 33 37 33 33 33 33 33 33 33 33 33 33 33 33 33 EE 55,A5 60 9F A5 81 0D 3B 38 33 33 33 65 33 37 33 33 33 33 33 8C 55,1,1,PASS,"{'screen_on': 1, 'brightness': 2, 'digital': 50, 'logo': 0, 'rim_state': 0, 'rdygo': 0, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.366,2025-09-09 19:58:33
6739,nan,1,3,0,0,2,0,1,2,0,,2.19,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3A 33 33 33 33 57 34 33 33 33 33 33 33 33 33 33 33 33 33 33 53 55,A5 60 9F A5 81 0D 3B 3A 33 33 33 33 57 34 33 33 33 33 33 92 55,1,1,PASS,"{'screen_on': 1, 'brightness': 3, 'digital': 0, 'logo': 0, 'rim_state': 2, 'rdygo': 0, 'turn_left': 1, 'turn_right': 2, 'ring': 0}",2.444,2025-09-09 19:58:37
6924,nan,1,3,0,1,1,1,1,0,2,,2.216,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3A 33 33 33 B3 5D 37 33 33 33 33 33 33 33 33 33 33 33 33 33 A2 55,A5 60 9F A5 81 0D 3B 3A 33 33 33 B3 5D 37 33 33 33 33 33 2C 55,1,1,PASS,"{'screen_on': 1, 'brightness': 3, 'digital': 0, 'logo': 1, 'rim_state': 1, 'rdygo': 1, 'turn_left': 1, 'turn_right': 0, 'ring': 2}",2.379,2025-09-09 19:58:42
7347,nan,1,3,50,0,0,2,0,0,2,,2.215,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 37 33 33 33 3A 33 33 33 65 43 37 33 33 33 33 33 33 33 33 33 33 33 33 33 71 55,A5 60 9F A5 81 0D 3B 3A 33 33 33 65 43 37 33 33 33 33 33 3C 55,1,1,PASS,"{'screen_on': 1, 'brightness': 3, 'digital': 50, 'logo': 0, 'rim_state': 0, 'rdygo': 2, 'turn_left': 0, 'turn_right': 0, 'ring': 2}",2.395,2025-09-09 19:58:47
7548,nan,1,3,50,1,0,0,1,1,2,,2.201,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3A 33 33 33 E5 D3 37 33 33 33 33 33 33 33 33 33 33 33 33 33 3D 55,A5 60 9F A5 81 0D 3B 3A 33 33 33 E5 D3 37 33 33 33 33 33 B8 55,1,1,PASS,"{'screen_on': 1, 'brightness': 3, 'digital': 50, 'logo': 1, 'rim_state': 0, 'rdygo': 0, 'turn_left': 1, 'turn_right': 1, 'ring': 2}",2.455,2025-09-09 19:58:51
7975,nan,1,3,50,2,2,1,1,0,0,,2.211,PASS,PASS,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3A 33 33 33 65 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 E1 55,A5 60 9F A5 81 0D 3B 3A 33 33 33 65 60 33 33 33 33 33 33 A7 55,1,1,PASS,"{'screen_on': 1, 'brightness': 3, 'digital': 50, 'logo': 2, 'rim_state': 2, 'rdygo': 1, 'turn_left': 1, 'turn_right': 0, 'ring': 0}",2.445,2025-09-09 19:58:56
