case_id,comment,screen_on,brightness,digital,logo,rim_state,rdygo,turn_left,turn_right,ring,recv_timeout,delay_after,send_ok,recv_ok,read_ok,recv_hex,read_hex,verdict,checks,elapsed_s,timestamp
,,1,7,88,1,1,1,2,2,2,,,,,,,,,,,
,,0,3,0,0,0,0,0,0,0,,,,,,,,,,,
,,1,7,11,1,0,0,0,0,0,,,,,,,,,,,
